cds	logFC	adj.P.Val	Up_Regulation	TAIR_ID	evalue	salltitles
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR156916_c1_g1_i3:403-1200(-)	6.77210458018054	0.00289425386641714	S_cType	AT1G74950	3.13e-15	| Symbols: JAZ2, TIFY10B | TIFY domain/Divergent CCT motif family protein | chr1:28148919-28150258 REVERSE LENGTH=249
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR15710_c0_g1_i1:351-2480(+)	2.61508000661874	0.00741558654909184	S_cType	AT5G53550	0	| Symbols: YSL3, ATYSL3 | YELLOW STRIPE like 3 | chr5:21756081-21758776 FORWARD LENGTH=675
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR157820_c0_g2_i3:2-928(+)	4.42847557134985	0.0348399124329664	Both	AT1G10460	2.38e-68	| Symbols: GLP7 | germin-like protein 7 | chr1:3439578-3440231 REVERSE LENGTH=217
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR158874_c0_g1_i4:248-1699(+)	2.44607678565297	0.0385227491007058	S_cType	AT3G17860	5.43e-20	| Symbols: JAZ3, JAI3, TIFY6B | jasmonate-zim-domain protein 3 | chr3:6119968-6122691 FORWARD LENGTH=352
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR160558_c0_g1_i2:1-882(-)	2.33595825702867	0.0189833390562622	S_cType	AT1G55790	5.98e-62	| Symbols:  | Domain of unknown function (DUF2431) | chr1:20852685-20856069 REVERSE LENGTH=515
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR161108_c0_g1_i1:193-1299(+)	2.90973815018628	0.00289425386641714	Both	AT4G18220	2.34e-70	| Symbols:  | Drug/metabolite transporter superfamily protein | chr4:10078768-10080109 FORWARD LENGTH=344
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR163025_c0_g1_i1:366-1931(-)	2.90335349737391	0.0278460472739832	S_cType	AT2G26710	9.75e-175	| Symbols: BAS1, CYP734A1, CYP72B1 | Cytochrome P450 superfamily protein | chr2:11380700-11383413 FORWARD LENGTH=520
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR164036_c0_g4_i1:1-348(-)	8.39583489397672	0.0230249746870259	S_cType	AT4G01130	4.52e-27	| Symbols:  | GDSL-like Lipase/Acylhydrolase superfamily protein | chr4:485868-488007 FORWARD LENGTH=382
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR165488_c0_g3_i1:1-330(+)	2.91183086236493	0.0136818588838829	Both	AT4G28100	2.16e-30	| Symbols:  | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: anchored to plasma membrane, anchored to membrane; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 14 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G18050.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink). | chr4:13965300-13966697 REVERSE LENGTH=304
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR165672_c0_g1_i1:250-900(+)	4.24309393726732	0.0372019598226695	Both	AT5G25190	2.59e-45	| Symbols:  | Integrase-type DNA-binding superfamily protein | chr5:8707007-8707655 REVERSE LENGTH=181
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR166601_c0_g1_i1:114-650(+)	5.82583507148708	0.0292057083084115	Both	AT5G66590	1.19e-51	| Symbols:  | CAP (Cysteine-rich secretory proteins, Antigen 5, and Pathogenesis-related 1 protein) superfamily protein | chr5:26574255-26574812 FORWARD LENGTH=185
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR167080_c1_g1_i1:141-665(+)	2.06993350714679	0.00214609762478291	S_cType	AT1G18100	1.68e-87	| Symbols: E12A11, MFT | PEBP (phosphatidylethanolamine-binding protein) family protein | chr1:6228049-6230110 REVERSE LENGTH=173
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR169883_c0_g1_i1:2010-2774(-)	2.91663533087763	0.0488672798566689	S_cType	AT1G13030	1.51e-25	| Symbols:  | sphere organelles protein-related | chr1:4444284-4447278 REVERSE LENGTH=608
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR169903_c0_g1_i1:395-850(-)	2.83012055415174	0.0252549463585072	Both	AT5G20810	6.17e-15	| Symbols:  | SAUR-like auxin-responsive protein family  | chr5:7044791-7045555 FORWARD LENGTH=165
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR170534_c0_g2_i1:473-1930(+)	4.82399303520007	0.0365929719717549	S_cType	AT2G36240	2.83e-127	| Symbols:  | pentatricopeptide (PPR) repeat-containing protein | chr2:15195663-15197156 FORWARD LENGTH=497
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR170974_c1_g1_i1:414-1868(+)	2.87143671596985	0.0376331937821255	Both	AT1G75220	0	| Symbols:  | Major facilitator superfamily protein | chr1:28229412-28232606 REVERSE LENGTH=487
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR170974_c1_g1_i2:354-1856(+)	3.47977105841316	0.00867289669655662	Both	AT1G75220	0	| Symbols:  | Major facilitator superfamily protein | chr1:28229412-28232606 REVERSE LENGTH=487
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR171311_c1_g1_i1:438-1589(+)	2.01551646265855	0.00669323053022285	Both	AT3G17940	2.52e-124	| Symbols:  | Galactose mutarotase-like superfamily protein | chr3:6143707-6145244 REVERSE LENGTH=341
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR173993_c2_g1_i1:3-323(-)	5.22650253899568	0.0246730043484053	S_cType	AT2G34930	3.42e-18	| Symbols:  | disease resistance family protein / LRR family protein | chr2:14737169-14739886 REVERSE LENGTH=905
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR174800_c0_g2_i1:344-1477(+)	4.5437203177792	0.0363031479633941	S_cType	AT4G12230	7.48e-145	| Symbols:  | alpha/beta-Hydrolases superfamily protein | chr4:7284645-7287348 FORWARD LENGTH=392
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR175011_c0_g1_i1:348-1451(+)	3.39499567576048	0.0385227491007058	S_cType	AT3G21420	4.43e-149	| Symbols:  | 2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein | chr3:7541579-7543221 FORWARD LENGTH=364
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR176070_c4_g1_i2:259-1143(-)	2.49034719513279	0.023345920329059	S_cType	AT5G13870	1.12e-172	| Symbols: EXGT-A4, XTH5 | xyloglucan endotransglucosylase/hydrolase 5 | chr5:4475089-4476217 REVERSE LENGTH=293
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR176381_c0_g1_i1:307-1596(+)	8.49832299605624	0.034397853188934	S_cType	AT5G09390	8.6e-68	| Symbols:  | CD2-binding protein-related | chr5:2913591-2915803 FORWARD LENGTH=351
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR178031_c1_g2_i1:339-1730(+)	5.61634341214032	0.0388038936489429	S_cType	AT5G62050	2.52e-108	| Symbols: OXA1, ATOXA1, OXA1AT | homolog of yeast oxidase assembly 1 (OXA1) | chr5:24924062-24926758 REVERSE LENGTH=429
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR178940_c1_g1_i2:179-1630(+)	2.49759138976593	0.0100582609934777	S_cType	AT1G67150	2.14e-18	| Symbols:  | Plant protein of unknown function (DUF247) | chr1:25122588-25124607 FORWARD LENGTH=412
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR178956_c0_g2_i1:3-320(-)	6.94889118444951	0.0441751974784402	S_cType	AT3G57270	6.15e-31	| Symbols: BG1 | beta-1,3-glucanase 1 | chr3:21191336-21193118 REVERSE LENGTH=340
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR179563_c0_g1_i1:339-1595(+)	4.85399701012603	0.0414920341295311	S_cType	AT3G02470	8.29e-113	| Symbols: SAMDC | S-adenosylmethionine decarboxylase | chr3:510223-511323 FORWARD LENGTH=366
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR182012_c0_g1_i1:299-1747(-)	4.46734868997677	0.00724041599023199	Both	AT5G23940	1.42e-45	| Symbols: EMB3009, PEL3, DCR | HXXXD-type acyl-transferase family protein | chr5:8076616-8079677 REVERSE LENGTH=484
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR183022_c0_g1_i1:232-1260(-)	2.55353397118658	0.00172114549105143	S_cType	AT3G19430	2.56e-90	| Symbols:  | late embryogenesis abundant protein-related / LEA protein-related | chr3:6736382-6738330 REVERSE LENGTH=559
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR184283_c0_g1_i1:51-1037(+)	5.85781333078707	0.0437978121737245	Both	AT1G05260	3.9e-130	| Symbols: RCI3, RCI3A | Peroxidase superfamily protein | chr1:1529827-1531271 FORWARD LENGTH=326
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR185178_c0_g1_i2:470-3718(-)	9.4008729293103	0.0207999931580921	S_cType	AT3G19170	0	| Symbols: ATPREP1, ATZNMP, PREP1 | presequence protease 1 | chr3:6625578-6631874 REVERSE LENGTH=1080
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR185582_c0_g1_i1:1-411(+)	2.6539267566482	0.0312427262979798	S_cType	AT1G22380	2.27e-31	| Symbols: AtUGT85A3, UGT85A3 | UDP-glucosyl transferase 85A3 | chr1:7900522-7902332 REVERSE LENGTH=488
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR185582_c0_g2_i1:1-411(+)	5.34888230042818	0.0246730043484053	S_cType	AT1G22380	4.21e-31	| Symbols: AtUGT85A3, UGT85A3 | UDP-glucosyl transferase 85A3 | chr1:7900522-7902332 REVERSE LENGTH=488
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR185936_c1_g1_i1:454-975(+)	2.13057042675486	0.0414316668009068	S_cType	AT2G38670	4.79e-73	| Symbols: PECT1 | phosphorylethanolamine cytidylyltransferase 1 | chr2:16168979-16171680 FORWARD LENGTH=421
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR185936_c1_g1_i1:454-975(+)	2.13057042675486	0.0414316668009068	S_cType	AT2G38670	3.23e-18	| Symbols: PECT1 | phosphorylethanolamine cytidylyltransferase 1 | chr2:16168979-16171680 FORWARD LENGTH=421
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR186377_c4_g2_i1:3-410(-)	2.1328106317833	0.0378797226338913	S_cType	AT5G49630	7.05e-46	| Symbols: AAP6 | amino acid permease 6 | chr5:20142681-20146441 REVERSE LENGTH=481
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR186377_c4_g6_i2:1-1224(-)	2.83941934906673	0.00504604588848297	S_cType	AT1G77380	2.35e-145	| Symbols: AAP3, ATAAP3 | amino acid permease 3 | chr1:29075201-29077252 REVERSE LENGTH=476
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR186377_c4_g6_i5:1-1206(-)	5.16770671269802	0.0400870596828949	S_cType	AT1G77380	5.13e-147	| Symbols: AAP3, ATAAP3 | amino acid permease 3 | chr1:29075201-29077252 REVERSE LENGTH=476
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR188782_c4_g2_i1:454-1395(-)	5.92385859461331	0.0458071425107591	S_cType	AT5G43860	2.95e-88	| Symbols: ATCLH2, CLH2 | chlorophyllase 2 | chr5:17630492-17632184 FORWARD LENGTH=318
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR189849_c1_g1_i1:579-1649(-)	3.86022143917341	0.0365929719717549	S_cType	AT1G71695	2.24e-123	| Symbols:  | Peroxidase superfamily protein | chr1:26964359-26966557 FORWARD LENGTH=358
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR190205_c3_g1_i1:159-1187(+)	2.29102082125529	0.0016791722781968	S_cType	AT4G21960	0	| Symbols: PRXR1 | Peroxidase superfamily protein | chr4:11646613-11648312 REVERSE LENGTH=330
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR192175_c1_g1_i1:166-1155(+)	2.05562285846124	0.0143280386846359	S_cType	AT5G06720	1.11e-148	| Symbols: ATPA2, PA2 | peroxidase 2 | chr5:2077567-2078857 REVERSE LENGTH=335
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR193191_c0_g1_i1:3-1466(+)	3.40802644553044	0.0270225845244621	Both	AT4G36250	0	| Symbols: ALDH3F1 | aldehyde dehydrogenase 3F1 | chr4:17151029-17153381 FORWARD LENGTH=484
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR19691_c4_g10_i1:3-302(+)	3.11348849405517	0.0465144830978292	S_cType	AT1G14130	6.84e-13	| Symbols:  | 2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein | chr1:4836041-4837040 REVERSE LENGTH=308
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR19691_c4_g5_i2:2-592(+)	2.85930775725071	0.0379134587301648	Both	AT1G52820	7.64e-35	| Symbols:  | 2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein | chr1:19669216-19670321 FORWARD LENGTH=317
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR198114_c0_g1_i1:306-1367(-)	3.1660983988726	0.0363371668669196	Both	AT1G05850	1.38e-117	| Symbols: POM1, ERH2, ELP1, CTL1, ELP, HOT2, ATCTL1 | Chitinase family protein | chr1:1766833-1768117 REVERSE LENGTH=321
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR198332_c0_g1_i2:1-651(-)	4.6091676727593	0.0398993964128139	Both	AT4G14040	1.75e-115	| Symbols: EDA38, SBP2 | selenium-binding protein 2 | chr4:8100691-8102828 REVERSE LENGTH=487
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR199379_c1_g6_i1:3-347(-)	7.01157064503846	0.0246730043484053	S_cType	AT4G01130	2.29e-28	| Symbols:  | GDSL-like Lipase/Acylhydrolase superfamily protein | chr4:485868-488007 FORWARD LENGTH=382
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR199773_c0_g2_i1:464-1813(-)	3.8374320671525	0.0353432183964312	Both	AT1G63910	1.47e-76	| Symbols: AtMYB103, MYB103 | myb domain protein 103 | chr1:23719968-23721625 REVERSE LENGTH=370
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR199982_c0_g1_i2:102-2048(+)	4.28180180643949	0.0407947133325994	S_cType	AT1G12220	7.19e-55	| Symbols: RPS5 | Disease resistance protein (CC-NBS-LRR class) family | chr1:4145011-4147680 FORWARD LENGTH=889
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR201251_c0_g4_i1:1-360(-)	3.14520921815465	0.0350766610572755	S_cType	AT1G23740	4.76e-35	| Symbols:  | Oxidoreductase, zinc-binding dehydrogenase family protein | chr1:8398245-8399656 REVERSE LENGTH=386
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR201639_c0_g2_i1:3-317(-)	4.69830899183497	0.0378092426782355	S_cType	AT3G48000	8.53e-26	| Symbols: ALDH2B4, ALDH2, ALDH2A | aldehyde dehydrogenase 2B4 | chr3:17717082-17719843 REVERSE LENGTH=538
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR201906_c1_g2_i1:1-585(+)	5.43515609525526	0.00975479403349588	Both	AT3G19930	4.13e-80	| Symbols: STP4, ATSTP4 | sugar transporter 4 | chr3:6935048-6936841 FORWARD LENGTH=514
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR201952_c0_g1_i1:2-601(+)	7.76517788327852	0.00753728716134099	Both	AT3G57230	4.54e-23	| Symbols: AGL16 | AGAMOUS-like 16 | chr3:21177710-21180671 FORWARD LENGTH=240
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR20231_c2_g4_i5:326-1864(-)	2.67107664039088	0.0412183982448016	Both	AT3G48280	7.56e-133	| Symbols: CYP71A25 | cytochrome P450, family 71, subfamily A, polypeptide 25 | chr3:17879594-17881164 FORWARD LENGTH=490
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR202451_c0_g1_i2:139-561(+)	5.62280656965103	0.0288200124802921	Both	AT5G57625	7.34e-34	| Symbols:  | CAP (Cysteine-rich secretory proteins, Antigen 5, and Pathogenesis-related 1 protein) superfamily protein | chr5:23337865-23338577 FORWARD LENGTH=207
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR20397_c0_g1_i1:421-3072(-)	3.38198788399622	0.0132440425548674	Both	AT2G26650	0	| Symbols: AKT1, ATAKT1, KT1 | K+ transporter 1 | chr2:11331965-11336444 REVERSE LENGTH=857
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR204749_c0_g1_i1:244-1026(+)	2.65786723453179	0.0111601229649901	Both	AT5G03170	3.37e-57	| Symbols: FLA11, ATFLA11 | FASCICLIN-like arabinogalactan-protein 11 | chr5:752898-753638 REVERSE LENGTH=246
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR205589_c0_g1_i1:159-1361(-)	2.99025390526152	0.0331960098120987	Both	AT5G19730	6.26e-111	| Symbols:  | Pectin lyase-like superfamily protein | chr5:6670562-6673202 FORWARD LENGTH=383
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR207901_c4_g2_i2:3-1298(-)	2.72843059466937	0.0442439195293615	S_cType	AT4G36920	2.68e-106	| Symbols: AP2, FLO2, FL1 | Integrase-type DNA-binding superfamily protein | chr4:17400998-17403140 FORWARD LENGTH=432
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR208336_c0_g1_i2:439-2214(-)	5.89256765767615	0.0204535779254097	S_cType	AT5G03910	4.81e-101	| Symbols: ATATH12, ATH12 | ABC2 homolog 12 | chr5:1054313-1057105 REVERSE LENGTH=634
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR208336_c0_g1_i2:439-2214(-)	5.89256765767615	0.0204535779254097	S_cType	AT5G03910	1.22e-49	| Symbols: ATATH12, ATH12 | ABC2 homolog 12 | chr5:1054313-1057105 REVERSE LENGTH=634
