qseqid	sseqid	evalue	bitscore	length	pident	ppos	qcovs	qlen	qstart	qend	qframe	slen	sstart	send	sframe	staxid	sskingdom	sscinames	scomnames	salltitles
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR104185_c0_g1_i2:385-2772(+)	gb|KCW83085.1|	0.0	1121	721	71.706	85.71	91	796	75	795	1	786	72	786	1	71139	Eukaryota	Eucalyptus grandis	Eucalyptus grandis	hypothetical protein EUGRSUZ_B00043 [Eucalyptus grandis]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR104185_c0_g1_i2:385-2772(+)	ref|XP_039161439.1|	0.0	1121	721	71.706	85.71	91	796	75	795	1	818	104	818	1	71139	Eukaryota	Eucalyptus grandis	Eucalyptus grandis	isoamylase 3, chloroplastic [Eucalyptus grandis]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR104185_c0_g1_i2:385-2772(+)	gb|KAF5190243.1|	0.0	1120	724	71.547	83.15	91	796	72	795	1	790	70	788	1	46969	Eukaryota	Thalictrum thalictroides	Thalictrum thalictroides	Glycogen debranching enzyme [Thalictrum thalictroides]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR104185_c0_g1_i2:385-2772(+)	ref|XP_026433125.1|	0.0	1118	720	71.389	84.86	90	796	76	795	1	781	66	781	1	3469	Eukaryota	Papaver somniferum	opium poppy	isoamylase 3, chloroplastic-like [Papaver somniferum]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR104185_c0_g1_i2:385-2772(+)	ref|XP_030455090.1|	0.0	1118	722	72.022	84.76	91	796	74	795	1	784	69	784	1	219896	Eukaryota	Syzygium oleosum	Syzygium oleosum	isoamylase 3, chloroplastic [Syzygium oleosum]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR112346_c0_g1_i1:482-808(+)	gb|ABK22065.1|	7.75e-39	142	111	69.369	77.48	97	109	1	106	1	342	1	111	1	3332	Eukaryota	Picea sitchensis	Sitka spruce	unknown [Picea sitchensis]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR115523_c0_g1_i1:314-922(+)	gb|KAG5029018.1|	2.04e-15	82.4	206	33.495	43.69	96	203	5	199	1	215	33	212	1	3848	Eukaryota	Glycine soja	Glycine soja	hypothetical protein JHK87_012532 [Glycine soja]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR115523_c0_g1_i1:314-922(+)	ref|XP_014631095.1|	6.90e-15	81.3	206	33.981	43.69	96	203	5	199	1	224	33	221	1	3847	Eukaryota	Glycine max;Glycine soja	soybean;Glycine soja	zinc finger protein 10 [Glycine max]<>zinc finger protein 10-like [Glycine soja]<>hypothetical protein GLYMA_05G111400v4 [Glycine max]<>hypothetical protein JHK85_012974 [Glycine max]<>hypothetical protein JHK86_012640 [Glycine max]<>hypothetical protein JHK82_012621 [Glycine max]<>Putative transcriptional regulator RABBIT EARS [Glycine soja]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR115523_c0_g1_i1:314-922(+)	gb|RZC11979.1|	1.48e-14	81.3	206	33.981	43.69	96	203	5	199	1	282	33	221	1	3848	Eukaryota	Glycine soja	Glycine soja	Zinc finger protein 10 [Glycine soja]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR115523_c0_g1_i1:314-922(+)	gb|RVX13810.1|	1.73e-14	80.1	202	30.693	44.55	95	203	5	196	1	232	46	226	1	29760	Eukaryota	Vitis vinifera	wine grape	Zinc finger protein 10 [Vitis vinifera]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR115523_c0_g1_i1:314-922(+)	ref|XP_023736265.1|	4.39e-14	78.6	201	34.328	45.27	95	203	5	196	1	208	32	202	1	4236	Eukaryota	Lactuca sativa	Lactuca sativa	transcriptional regulator SUPERMAN-like isoform X3 [Lactuca sativa]<>hypothetical protein LSAT_3X17560 [Lactuca sativa]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR115523_c0_g1_i1:314-922(+)	gb|KAG2309276.1|	6.18e-14	80.1	103	45.631	56.31	51	203	4	106	1	302	30	129	1	52824	Eukaryota	Brassica carinata	Brassica carinata	hypothetical protein Bca52824_029024 [Brassica carinata]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR115523_c0_g1_i1:314-922(+)	gb|QHO27434.1|	8.86e-14	76.6	49	73.469	77.55	24	203	5	53	1	160	41	89	1	3818	Eukaryota	Arachis hypogaea	peanut	Putative transcriptional regulator RABBIT EARS [Arachis hypogaea]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR115523_c0_g1_i1:314-922(+)	ref|XP_023736264.1|	1.36e-13	78.2	197	35.025	45.18	95	203	5	196	1	259	83	253	1	4236	Eukaryota	Lactuca sativa	Lactuca sativa	transcriptional regulator SUPERMAN-like isoform X2 [Lactuca sativa]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR115523_c0_g1_i1:314-922(+)	ref|XP_023736263.1|	1.94e-13	78.2	201	34.328	44.78	95	203	5	196	1	272	96	266	1	4236	Eukaryota	Lactuca sativa	Lactuca sativa	transcriptional regulator SUPERMAN-like isoform X1 [Lactuca sativa]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR115523_c0_g1_i1:314-922(+)	ref|XP_025611363.1|	3.53e-13	75.1	45	77.778	80.00	22	203	5	49	1	163	41	85	1	3818	Eukaryota	Arachis hypogaea	peanut	probable transcriptional regulator RABBIT EARS [Arachis hypogaea]<>Putative transcriptional regulator RABBIT EARS [Arachis hypogaea]<>hypothetical protein Ahy_A07g032054 [Arachis hypogaea]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR116094_c0_g1_i1:2-481(+)	gb|ADE76351.1|	3.99e-111	324	160	99.375	100.00	100	160	1	160	1	214	22	181	1	3332	Eukaryota	Picea sitchensis	Sitka spruce	unknown [Picea sitchensis]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR116094_c0_g1_i1:2-481(+)	gb|ADE76600.1|	1.11e-109	321	160	98.125	98.75	100	160	1	160	1	214	22	181	1	3332	Eukaryota	Picea sitchensis	Sitka spruce	unknown [Picea sitchensis]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR116094_c0_g1_i1:2-481(+)	gb|ADM74397.1|	4.18e-104	305	151	99.338	100.00	94	160	10	160	1	184	1	151	1	3332	Eukaryota	Picea sitchensis	Sitka spruce	glutathione S-transferase-like protein, partial [Picea sitchensis]<>glutathione S-transferase-like protein, partial [Picea sitchensis]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR116094_c0_g1_i1:2-481(+)	gb|ADM74367.1|	1.12e-103	304	151	98.675	99.34	94	160	10	160	1	184	1	151	1	3332	Eukaryota	Picea sitchensis	Sitka spruce	glutathione S-transferase-like protein, partial [Picea sitchensis]<>glutathione S-transferase-like protein, partial [Picea sitchensis]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR116094_c0_g1_i1:2-481(+)	gb|ADM74359.1|	2.03e-103	304	151	98.675	99.34	94	160	10	160	1	184	1	151	1	3332	Eukaryota	Picea sitchensis	Sitka spruce	glutathione S-transferase-like protein, partial [Picea sitchensis]<>glutathione S-transferase-like protein, partial [Picea sitchensis]<>glutathione S-transferase-like protein, partial [Picea sitchensis]<>glutathione S-transferase-like protein, partial [Picea sitchensis]<>glutathione S-transferase-like protein, partial [Picea sitchensis]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR116094_c0_g1_i1:2-481(+)	gb|ADM74357.1|	7.48e-103	302	151	98.013	98.68	94	160	10	160	1	184	1	151	1	3332	Eukaryota	Picea sitchensis	Sitka spruce	glutathione S-transferase-like protein, partial [Picea sitchensis]<>glutathione S-transferase-like protein, partial [Picea sitchensis]<>glutathione S-transferase-like protein, partial [Picea sitchensis]<>glutathione S-transferase-like protein, partial [Picea sitchensis]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR116094_c0_g1_i1:2-481(+)	gb|ADM74365.1|	4.99e-102	300	151	97.351	98.01	94	160	10	160	1	184	1	151	1	3332	Eukaryota	Picea sitchensis	Sitka spruce	glutathione S-transferase-like protein, partial [Picea sitchensis]<>glutathione S-transferase-like protein, partial [Picea sitchensis]<>glutathione S-transferase-like protein, partial [Picea sitchensis]<>glutathione S-transferase-like protein, partial [Picea sitchensis]<>glutathione S-transferase-like protein, partial [Picea sitchensis]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR116094_c0_g1_i1:2-481(+)	gb|ADM74381.1|	1.20e-101	299	151	96.689	98.01	94	160	10	160	1	184	1	151	1	3332	Eukaryota	Picea sitchensis	Sitka spruce	glutathione S-transferase-like protein, partial [Picea sitchensis]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR116094_c0_g1_i1:2-481(+)	gb|AGC13154.1|	2.71e-92	276	160	82.500	91.88	100	160	1	160	1	214	22	181	1	88731	Eukaryota	Pinus tabuliformis	Pinus tabuliformis	phi class glutathione S-transferase [Pinus tabuliformis]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR116094_c0_g1_i1:2-481(+)	gb|ADP95100.1|	1.48e-89	270	160	80.000	89.38	100	160	1	160	1	205	24	183	1	3332	Eukaryota	Picea sitchensis	Sitka spruce	glutathione S-transferase-like protein, partial [Picea sitchensis]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR11631_c2_g11_i4:494-2551(-)	gb|ADE77196.1|	1.83e-82	275	374	44.652	57.22	52	686	325	684	1	335	6	330	1	3332	Eukaryota	Picea sitchensis	Sitka spruce	unknown [Picea sitchensis]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR11631_c2_g11_i4:494-2551(-)	gb|ABK24775.1|	4.01e-65	235	363	40.771	54.55	85	686	328	685	1	549	251	544	1	3332	Eukaryota	Picea sitchensis	Sitka spruce	unknown [Picea sitchensis]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR11631_c2_g11_i4:494-2551(-)	gb|ABK24775.1|	5.33e-39	163	228	46.491	61.40	85	686	1	228	1	549	1	212	1	3332	Eukaryota	Picea sitchensis	Sitka spruce	unknown [Picea sitchensis]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR11631_c2_g11_i4:494-2551(-)	gb|ADE76886.1|	2.22e-43	166	245	44.490	53.88	33	686	460	683	1	214	4	214	1	3332	Eukaryota	Picea sitchensis	Sitka spruce	unknown [Picea sitchensis]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR11631_c2_g11_i4:494-2551(-)	gb|MBC9855739.1|	7.96e-33	145	387	27.132	43.67	85	686	299	682	1	550	217	549	1	13818	Eukaryota	Adiantum capillus-veneris	Adiantum capillus-veneris	hypothetical protein [Adiantum capillus-veneris]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR11631_c2_g11_i4:494-2551(-)	gb|MBC9855739.1|	4.07e-16	94.7	201	30.348	52.24	85	686	26	225	1	550	25	217	1	13818	Eukaryota	Adiantum capillus-veneris	Adiantum capillus-veneris	hypothetical protein [Adiantum capillus-veneris]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR11631_c2_g11_i4:494-2551(-)	gb|MBC9846154.1|	2.97e-17	93.6	201	30.348	52.24	29	686	26	225	1	243	25	217	1	13818	Eukaryota	Adiantum capillus-veneris	Adiantum capillus-veneris	hypothetical protein [Adiantum capillus-veneris]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR11631_c2_g11_i4:494-2551(-)	ref|WP_152589264.1|	8.47e-11	77.4	71	50.704	73.24	10	686	227	297	1	472	346	416	1	446679	Bacteria	Nostoc sphaeroides;Nostoc sphaeroides CCNUC1	Nostoc sphaeroides;Nostoc sphaeroides CCNUC1	FecR domain-containing protein [Nostoc sphaeroides]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR11631_c2_g11_i4:494-2551(-)	ref|WP_152589264.1|	8.47e-11	77.4	71	50.704	73.24	10	686	227	297	1	472	354	424	1	446679	Bacteria	Nostoc sphaeroides;Nostoc sphaeroides CCNUC1	Nostoc sphaeroides;Nostoc sphaeroides CCNUC1	FecR domain-containing protein [Nostoc sphaeroides]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR11631_c2_g11_i4:494-2551(-)	ref|WP_152589264.1|	8.47e-11	77.4	71	50.704	73.24	10	686	227	297	1	472	362	432	1	446679	Bacteria	Nostoc sphaeroides;Nostoc sphaeroides CCNUC1	Nostoc sphaeroides;Nostoc sphaeroides CCNUC1	FecR domain-containing protein [Nostoc sphaeroides]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR11631_c2_g11_i4:494-2551(-)	ref|WP_152589264.1|	8.47e-11	77.4	71	50.704	73.24	10	686	227	297	1	472	370	440	1	446679	Bacteria	Nostoc sphaeroides;Nostoc sphaeroides CCNUC1	Nostoc sphaeroides;Nostoc sphaeroides CCNUC1	FecR domain-containing protein [Nostoc sphaeroides]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR11631_c2_g11_i4:494-2551(-)	ref|WP_152589264.1|	8.47e-11	77.4	71	50.704	73.24	10	686	227	297	1	472	378	448	1	446679	Bacteria	Nostoc sphaeroides;Nostoc sphaeroides CCNUC1	Nostoc sphaeroides;Nostoc sphaeroides CCNUC1	FecR domain-containing protein [Nostoc sphaeroides]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR11631_c2_g11_i4:494-2551(-)	ref|WP_152589264.1|	8.47e-11	77.4	71	50.704	73.24	10	686	227	297	1	472	386	456	1	446679	Bacteria	Nostoc sphaeroides;Nostoc sphaeroides CCNUC1	Nostoc sphaeroides;Nostoc sphaeroides CCNUC1	FecR domain-containing protein [Nostoc sphaeroides]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR11631_c2_g11_i4:494-2551(-)	ref|WP_152589264.1|	8.47e-11	77.4	71	50.704	73.24	10	686	227	297	1	472	394	464	1	446679	Bacteria	Nostoc sphaeroides;Nostoc sphaeroides CCNUC1	Nostoc sphaeroides;Nostoc sphaeroides CCNUC1	FecR domain-containing protein [Nostoc sphaeroides]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR11631_c2_g11_i4:494-2551(-)	gb|QFS45995.1|	9.01e-11	77.0	71	50.704	73.24	10	686	227	297	1	412	286	356	1	2653204	Bacteria	Nostoc sphaeroides CCNUC1	Nostoc sphaeroides CCNUC1	hypothetical protein GXM_03475 [Nostoc sphaeroides CCNUC1]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR11631_c2_g11_i4:494-2551(-)	gb|QFS45995.1|	9.01e-11	77.0	71	50.704	73.24	10	686	227	297	1	412	294	364	1	2653204	Bacteria	Nostoc sphaeroides CCNUC1	Nostoc sphaeroides CCNUC1	hypothetical protein GXM_03475 [Nostoc sphaeroides CCNUC1]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR11631_c2_g11_i4:494-2551(-)	gb|QFS45995.1|	9.01e-11	77.0	71	50.704	73.24	10	686	227	297	1	412	302	372	1	2653204	Bacteria	Nostoc sphaeroides CCNUC1	Nostoc sphaeroides CCNUC1	hypothetical protein GXM_03475 [Nostoc sphaeroides CCNUC1]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR11631_c2_g11_i4:494-2551(-)	gb|QFS45995.1|	9.01e-11	77.0	71	50.704	73.24	10	686	227	297	1	412	310	380	1	2653204	Bacteria	Nostoc sphaeroides CCNUC1	Nostoc sphaeroides CCNUC1	hypothetical protein GXM_03475 [Nostoc sphaeroides CCNUC1]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR11631_c2_g11_i4:494-2551(-)	gb|QFS45995.1|	9.01e-11	77.0	71	50.704	73.24	10	686	227	297	1	412	318	388	1	2653204	Bacteria	Nostoc sphaeroides CCNUC1	Nostoc sphaeroides CCNUC1	hypothetical protein GXM_03475 [Nostoc sphaeroides CCNUC1]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR11631_c2_g11_i4:494-2551(-)	gb|QFS45995.1|	9.01e-11	77.0	71	50.704	73.24	10	686	227	297	1	412	326	396	1	2653204	Bacteria	Nostoc sphaeroides CCNUC1	Nostoc sphaeroides CCNUC1	hypothetical protein GXM_03475 [Nostoc sphaeroides CCNUC1]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR11631_c2_g11_i4:494-2551(-)	gb|QFS45995.1|	9.01e-11	77.0	71	50.704	73.24	10	686	227	297	1	412	334	404	1	2653204	Bacteria	Nostoc sphaeroides CCNUC1	Nostoc sphaeroides CCNUC1	hypothetical protein GXM_03475 [Nostoc sphaeroides CCNUC1]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR12306_c0_g1_i1:246-2477(+)	gb|RWR94127.1|	0.0	609	741	48.448	62.08	99	744	3	739	1	722	47	718	1	337451	Eukaryota	Cinnamomum micranthum f. kanehirae	Cinnamomum micranthum f. kanehirae	acyl-CoA-binding domain-containing protein 4 [Cinnamomum micranthum f. kanehirae]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR12306_c0_g1_i1:246-2477(+)	gb|KAF8401529.1|	0.0	587	753	46.614	61.49	96	744	24	739	1	787	70	783	1	13715	Eukaryota	Tetracentron sinense	Tetracentron sinense	hypothetical protein HHK36_012469 [Tetracentron sinense]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR12306_c0_g1_i1:246-2477(+)	dbj|GFZ14034.1|	0.0	586	728	46.703	60.85	96	744	24	739	1	882	236	878	1	165716	Eukaryota	Actinidia rufa	Actinidia rufa	Galactose oxidase/kelch repeat superfamily protein [Actinidia rufa]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR12306_c0_g1_i1:246-2477(+)	ref|XP_010904789.1|	0.0	584	717	44.909	61.23	96	744	23	739	1	732	74	728	1	51953	Eukaryota	Elaeis guineensis	African oil palm	acyl-CoA-binding domain-containing protein 6 isoform X3 [Elaeis guineensis]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR12306_c0_g1_i1:246-2477(+)	ref|XP_034685451.1|	0.0	583	718	46.379	61.42	96	744	24	739	1	717	71	713	1	96939	Eukaryota	Vitis riparia	riverbank grape	acyl-CoA-binding domain-containing protein 6 [Vitis riparia]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR12306_c0_g1_i1:246-2477(+)	ref|XP_010904790.1|	0.0	579	717	45.049	61.09	96	744	23	739	1	729	74	725	1	51953	Eukaryota	Elaeis guineensis	African oil palm	acyl-CoA-binding domain-containing protein 6 isoform X4 [Elaeis guineensis]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR12306_c0_g1_i1:246-2477(+)	ref|XP_008340834.2|	0.0	579	719	44.924	59.67	96	744	23	739	1	715	69	713	1	3750	Eukaryota	Malus domestica	apple	acyl-CoA-binding domain-containing protein 6 [Malus domestica]<>acyl-CoA-binding domain-containing protein 6 [Malus domestica]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR12306_c0_g1_i1:246-2477(+)	ref|XP_003631976.1|	0.0	578	718	46.100	61.56	96	744	24	739	1	717	71	713	1	29760	Eukaryota	Vitis vinifera	wine grape	PREDICTED: acyl-CoA-binding domain-containing protein 5 [Vitis vinifera]<>unnamed protein product, partial [Vitis vinifera]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR12306_c0_g1_i1:246-2477(+)	ref|XP_029116744.1|	0.0	578	726	44.353	60.47	96	744	23	739	1	741	74	737	1	51953	Eukaryota	Elaeis guineensis	African oil palm	acyl-CoA-binding domain-containing protein 6 isoform X1 [Elaeis guineensis]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR12306_c0_g1_i1:246-2477(+)	ref|XP_029116745.1|	0.0	573	726	44.490	60.33	96	744	23	739	1	738	74	734	1	51953	Eukaryota	Elaeis guineensis	African oil palm	acyl-CoA-binding domain-containing protein 6 isoform X2 [Elaeis guineensis]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR12309_c1_g10_i2:388-867(+)	gb|ABR16255.1|	3.05e-84	255	158	79.114	91.77	99	160	1	158	1	190	1	158	1	3332	Eukaryota	Picea sitchensis	Sitka spruce	unknown [Picea sitchensis]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR12309_c1_g10_i2:388-867(+)	ref|XP_039138086.1|	1.43e-59	193	135	71.111	87.41	84	160	24	158	1	193	27	161	1	55577	Eukaryota	Dioscorea cayenensis subsp. rotundata	Dioscorea cayenensis subsp. rotundata	uncharacterized protein LOC120275534 [Dioscorea cayenensis subsp. rotundata]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR12309_c1_g10_i2:388-867(+)	gb|KMZ67462.1|	1.33e-57	187	139	66.906	84.17	87	160	20	158	1	171	1	139	1	29655	Eukaryota	Zostera marina	Zostera marina	maternal effect embryoarrest 60 [Zostera marina]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR12309_c1_g10_i2:388-867(+)	ref|XP_020698479.1|	2.46e-56	185	139	73.381	87.77	87	160	20	158	1	192	22	160	1	906689	Eukaryota	Dendrobium catenatum	Dendrobium catenatum	uncharacterized protein LOC110111105 [Dendrobium catenatum]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR12309_c1_g10_i2:388-867(+)	gb|QCE11334.1|	7.87e-56	183	128	73.438	85.16	80	160	31	158	1	179	20	147	1	3917	Eukaryota	Vigna unguiculata	cowpea	hypothetical protein DEO72_LG10g2567 [Vigna unguiculata]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR12309_c1_g10_i2:388-867(+)	ref|XP_014493059.1|	9.50e-56	183	128	73.438	85.16	80	160	31	158	1	195	36	163	1	3916	Eukaryota	Vigna radiata var. radiata;Vigna unguiculata	mung bean;cowpea	uncharacterized protein LOC106755423 [Vigna radiata var. radiata]<>uncharacterized protein LOC114183230 [Vigna unguiculata]
