qseqid	sseqid	evalue	bitscore	length	pident	ppos	qcovs	qlen	qstart	qend	qframe	slen	sstart	send	sframe	staxid	sskingdom	sscinames	scomnames	salltitles
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR156731_c0_g1_i1:313-759(-)	AT2G45660.1	1.29e-34	119	125	45.600	71.20	84	149	1	125	1	214	25	149	1	N/A	N/A	N/A	N/A	| Symbols: AGL20, SOC1, ATSOC1 | AGAMOUS-like 20 | chr2:18807799-18810193 REVERSE LENGTH=214
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR156768_c1_g1_i2:256-1839(+)	AT5G13700.1	1.36e-158	459	433	51.270	69.05	82	528	42	474	1	472	20	435	1	N/A	N/A	N/A	N/A	| Symbols: ATPAO1, APAO, PAO1 | polyamine oxidase 1 | chr5:4420222-4422974 REVERSE LENGTH=472
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR156916_c1_g1_i3:403-1200(-)	AT1G74950.1	3.13e-15	73.2	150	34.000	56.00	54	266	112	254	1	249	104	248	1	N/A	N/A	N/A	N/A	| Symbols: JAZ2, TIFY10B | TIFY domain/Divergent CCT motif family protein | chr1:28148919-28150258 REVERSE LENGTH=249
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR15710_c0_g1_i1:351-2480(+)	AT5G53550.1	0.0	853	664	60.542	77.26	93	710	41	698	1	675	19	672	1	N/A	N/A	N/A	N/A	| Symbols: YSL3, ATYSL3 | YELLOW STRIPE like 3 | chr5:21756081-21758776 FORWARD LENGTH=675
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR157820_c0_g2_i3:2-928(+)	AT1G10460.1	2.38e-68	212	200	52.500	69.50	63	309	112	307	1	217	18	217	1	N/A	N/A	N/A	N/A	| Symbols: GLP7 | germin-like protein 7 | chr1:3439578-3440231 REVERSE LENGTH=217
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR158874_c0_g1_i4:248-1699(+)	AT3G17860.1	5.43e-20	91.3	295	31.525	48.14	58	484	135	414	1	352	62	330	1	N/A	N/A	N/A	N/A	| Symbols: JAZ3, JAI3, TIFY6B | jasmonate-zim-domain protein 3 | chr3:6119968-6122691 FORWARD LENGTH=352
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR160558_c0_g1_i2:1-882(-)	AT1G55790.1	5.98e-62	204	198	51.010	66.16	67	294	24	221	1	515	21	216	1	N/A	N/A	N/A	N/A	| Symbols:  | Domain of unknown function (DUF2431) | chr1:20852685-20856069 REVERSE LENGTH=515
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR161108_c0_g1_i1:193-1299(+)	AT4G18220.1	2.34e-70	223	312	39.423	63.46	83	369	53	360	1	344	9	318	1	N/A	N/A	N/A	N/A	| Symbols:  | Drug/metabolite transporter superfamily protein | chr4:10078768-10080109 FORWARD LENGTH=344
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR163025_c0_g1_i1:366-1931(-)	AT2G26710.1	9.75e-175	502	512	48.242	68.55	97	522	16	520	1	520	20	517	1	N/A	N/A	N/A	N/A	| Symbols: BAS1, CYP734A1, CYP72B1 | Cytochrome P450 superfamily protein | chr2:11380700-11383413 FORWARD LENGTH=520
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR164036_c0_g4_i1:1-348(-)	AT4G01130.1	4.52e-27	102	116	41.379	59.48	99	116	2	116	1	382	241	356	1	N/A	N/A	N/A	N/A	| Symbols:  | GDSL-like Lipase/Acylhydrolase superfamily protein | chr4:485868-488007 FORWARD LENGTH=382
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR165488_c0_g3_i1:1-330(+)	AT4G28100.1	2.16e-30	109	67	71.642	88.06	61	110	11	77	1	304	212	278	1	N/A	N/A	N/A	N/A	| Symbols:  | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: anchored to plasma membrane, anchored to membrane; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 14 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G18050.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink). | chr4:13965300-13966697 REVERSE LENGTH=304
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR165672_c0_g1_i1:250-900(+)	AT5G25190.1	2.59e-45	148	95	75.789	84.21	43	217	1	94	1	181	1	94	1	N/A	N/A	N/A	N/A	| Symbols:  | Integrase-type DNA-binding superfamily protein | chr5:8707007-8707655 REVERSE LENGTH=181
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR166601_c0_g1_i1:114-650(+)	AT5G66590.1	1.19e-51	163	141	52.482	68.79	78	179	39	178	1	185	47	185	1	N/A	N/A	N/A	N/A	| Symbols:  | CAP (Cysteine-rich secretory proteins, Antigen 5, and Pathogenesis-related 1 protein) superfamily protein | chr5:26574255-26574812 FORWARD LENGTH=185
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR167080_c1_g1_i1:141-665(+)	AT1G18100.1	1.68e-87	253	175	67.429	81.71	99	175	1	174	1	173	1	173	1	N/A	N/A	N/A	N/A	| Symbols: E12A11, MFT | PEBP (phosphatidylethanolamine-binding protein) family protein | chr1:6228049-6230110 REVERSE LENGTH=173
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR169883_c0_g1_i1:2010-2774(-)	AT1G13030.1	1.51e-25	104	135	42.222	65.93	52	255	9	141	1	608	7	139	1	N/A	N/A	N/A	N/A	| Symbols:  | sphere organelles protein-related | chr1:4444284-4447278 REVERSE LENGTH=608
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR169903_c0_g1_i1:395-850(-)	AT5G20810.1	6.17e-15	67.8	65	44.615	72.31	43	152	52	116	1	165	81	145	1	N/A	N/A	N/A	N/A	| Symbols:  | SAUR-like auxin-responsive protein family  | chr5:7044791-7045555 FORWARD LENGTH=165
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR170534_c0_g2_i1:473-1930(+)	AT2G36240.1	2.83e-127	379	448	42.411	62.05	91	486	34	474	1	497	37	484	1	N/A	N/A	N/A	N/A	| Symbols:  | pentatricopeptide (PPR) repeat-containing protein | chr2:15195663-15197156 FORWARD LENGTH=497
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR170974_c1_g1_i1:414-1868(+)	AT1G75220.1	0.0	585	487	60.370	78.03	99	485	1	482	1	487	1	487	1	N/A	N/A	N/A	N/A	| Symbols:  | Major facilitator superfamily protein | chr1:28229412-28232606 REVERSE LENGTH=487
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR170974_c1_g1_i2:354-1856(+)	AT1G75220.1	0.0	582	501	60.080	75.85	99	501	1	500	1	487	1	487	1	N/A	N/A	N/A	N/A	| Symbols:  | Major facilitator superfamily protein | chr1:28229412-28232606 REVERSE LENGTH=487
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR171311_c1_g1_i1:438-1589(+)	AT3G17940.1	2.52e-124	362	343	50.437	67.93	89	384	40	380	1	341	7	341	1	N/A	N/A	N/A	N/A	| Symbols:  | Galactose mutarotase-like superfamily protein | chr3:6143707-6145244 REVERSE LENGTH=341
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR173993_c2_g1_i1:3-323(-)	AT2G34930.1	3.42e-18	78.2	107	41.121	59.81	100	107	1	107	1	905	307	413	1	N/A	N/A	N/A	N/A	| Symbols:  | disease resistance family protein / LRR family protein | chr2:14737169-14739886 REVERSE LENGTH=905
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR174800_c0_g2_i1:344-1477(+)	AT4G12230.1	7.48e-145	416	335	59.104	75.82	87	378	1	330	1	392	4	338	1	N/A	N/A	N/A	N/A	| Symbols:  | alpha/beta-Hydrolases superfamily protein | chr4:7284645-7287348 FORWARD LENGTH=392
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR175011_c0_g1_i1:348-1451(+)	AT3G21420.1	4.43e-149	425	353	59.490	75.35	94	368	20	365	1	364	13	362	1	N/A	N/A	N/A	N/A	| Symbols:  | 2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein | chr3:7541579-7543221 FORWARD LENGTH=364
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR176070_c4_g1_i2:259-1143(-)	AT5G13870.1	1.12e-172	479	291	75.601	85.22	99	295	4	294	1	293	3	293	1	N/A	N/A	N/A	N/A	| Symbols: EXGT-A4, XTH5 | xyloglucan endotransglucosylase/hydrolase 5 | chr5:4475089-4476217 REVERSE LENGTH=293
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR176381_c0_g1_i1:307-1596(+)	AT5G09390.1	8.60e-68	219	402	41.791	54.98	92	430	21	416	1	351	26	342	1	N/A	N/A	N/A	N/A	| Symbols:  | CD2-binding protein-related | chr5:2913591-2915803 FORWARD LENGTH=351
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR178031_c1_g2_i1:339-1730(+)	AT5G62050.1	2.52e-108	327	352	49.148	67.61	70	464	138	463	1	429	81	428	1	N/A	N/A	N/A	N/A	| Symbols: OXA1, ATOXA1, OXA1AT | homolog of yeast oxidase assembly 1 (OXA1) | chr5:24924062-24926758 REVERSE LENGTH=429
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR178940_c1_g1_i2:179-1630(+)	AT1G67150.2	2.14e-18	87.0	457	26.696	43.98	93	484	33	482	1	412	8	409	1	N/A	N/A	N/A	N/A	| Symbols:  | Plant protein of unknown function (DUF247) | chr1:25122588-25124607 FORWARD LENGTH=412
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR178956_c0_g2_i1:3-320(-)	AT3G57270.1	6.15e-31	111	104	50.962	70.19	97	106	1	103	1	340	186	289	1	N/A	N/A	N/A	N/A	| Symbols: BG1 | beta-1,3-glucanase 1 | chr3:21191336-21193118 REVERSE LENGTH=340
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR179563_c0_g1_i1:339-1595(+)	AT3G02470.1	8.29e-113	335	334	53.593	67.07	79	419	16	344	1	366	7	334	1	N/A	N/A	N/A	N/A	| Symbols: SAMDC | S-adenosylmethionine decarboxylase | chr3:510223-511323 FORWARD LENGTH=366
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR182012_c0_g1_i1:299-1747(-)	AT5G23940.1	1.42e-45	165	480	29.792	45.21	94	483	6	458	1	484	1	431	1	N/A	N/A	N/A	N/A	| Symbols: EMB3009, PEL3, DCR | HXXXD-type acyl-transferase family protein | chr5:8076616-8079677 REVERSE LENGTH=484
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR183022_c0_g1_i1:232-1260(-)	AT3G19430.1	2.56e-90	280	292	49.658	63.70	83	343	57	342	1	559	279	559	1	N/A	N/A	N/A	N/A	| Symbols:  | late embryogenesis abundant protein-related / LEA protein-related | chr3:6736382-6738330 REVERSE LENGTH=559
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR184283_c0_g1_i1:51-1037(+)	AT1G05260.1	3.90e-130	374	301	59.136	75.42	90	329	32	328	1	326	26	325	1	N/A	N/A	N/A	N/A	| Symbols: RCI3, RCI3A | Peroxidase superfamily protein | chr1:1529827-1531271 FORWARD LENGTH=326
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR185178_c0_g1_i2:470-3718(-)	AT3G19170.1	0.0	1565	1000	73.500	86.10	92	1083	83	1082	1	1080	81	1080	1	N/A	N/A	N/A	N/A	| Symbols: ATPREP1, ATZNMP, PREP1 | presequence protease 1 | chr3:6625578-6631874 REVERSE LENGTH=1080
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR185582_c0_g1_i1:1-411(+)	AT1G22380.1	2.27e-31	115	128	46.094	62.50	93	137	1	127	1	488	364	484	1	N/A	N/A	N/A	N/A	| Symbols: AtUGT85A3, UGT85A3 | UDP-glucosyl transferase 85A3 | chr1:7900522-7902332 REVERSE LENGTH=488
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR185582_c0_g2_i1:1-411(+)	AT1G22380.1	4.21e-31	115	128	45.312	62.50	93	137	1	127	1	488	364	484	1	N/A	N/A	N/A	N/A	| Symbols: AtUGT85A3, UGT85A3 | UDP-glucosyl transferase 85A3 | chr1:7900522-7902332 REVERSE LENGTH=488
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR185936_c1_g1_i1:454-975(+)	AT2G38670.1	4.79e-73	225	119	85.714	93.28	78	174	56	174	1	421	51	169	1	N/A	N/A	N/A	N/A	| Symbols: PECT1 | phosphorylethanolamine cytidylyltransferase 1 | chr2:16168979-16171680 FORWARD LENGTH=421
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR185936_c1_g1_i1:454-975(+)	AT2G38670.1	3.23e-18	80.5	125	37.600	58.40	78	174	40	154	1	421	227	347	1	N/A	N/A	N/A	N/A	| Symbols: PECT1 | phosphorylethanolamine cytidylyltransferase 1 | chr2:16168979-16171680 FORWARD LENGTH=421
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR186377_c4_g2_i1:3-410(-)	AT5G49630.1	7.05e-46	154	134	50.000	71.64	99	136	1	134	1	481	338	471	1	N/A	N/A	N/A	N/A	| Symbols: AAP6 | amino acid permease 6 | chr5:20142681-20146441 REVERSE LENGTH=481
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR186377_c4_g6_i2:1-1224(-)	AT1G77380.1	2.35e-145	421	409	48.411	70.90	100	408	1	408	1	476	13	413	1	N/A	N/A	N/A	N/A	| Symbols: AAP3, ATAAP3 | amino acid permease 3 | chr1:29075201-29077252 REVERSE LENGTH=476
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR186377_c4_g6_i5:1-1206(-)	AT1G77380.1	5.13e-147	425	403	48.883	71.71	100	402	1	402	1	476	13	413	1	N/A	N/A	N/A	N/A	| Symbols: AAP3, ATAAP3 | amino acid permease 3 | chr1:29075201-29077252 REVERSE LENGTH=476
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR188782_c4_g2_i1:454-1395(-)	AT5G43860.1	2.95e-88	266	271	49.815	67.53	83	314	36	297	1	318	43	312	1	N/A	N/A	N/A	N/A	| Symbols: ATCLH2, CLH2 | chlorophyllase 2 | chr5:17630492-17632184 FORWARD LENGTH=318
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR189849_c1_g1_i1:579-1649(-)	AT1G71695.1	2.24e-123	359	311	53.055	72.03	87	357	22	332	1	358	34	342	1	N/A	N/A	N/A	N/A	| Symbols:  | Peroxidase superfamily protein | chr1:26964359-26966557 FORWARD LENGTH=358
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR190205_c3_g1_i1:159-1187(+)	AT4G21960.1	0.0	517	314	75.478	88.85	92	343	24	337	1	330	17	330	1	N/A	N/A	N/A	N/A	| Symbols: PRXR1 | Peroxidase superfamily protein | chr4:11646613-11648312 REVERSE LENGTH=330
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR192175_c1_g1_i1:166-1155(+)	AT5G06720.1	1.11e-148	421	307	66.450	80.78	93	330	23	329	1	335	28	334	1	N/A	N/A	N/A	N/A	| Symbols: ATPA2, PA2 | peroxidase 2 | chr5:2077567-2078857 REVERSE LENGTH=335
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR193191_c0_g1_i1:3-1466(+)	AT4G36250.1	0.0	536	462	53.247	72.51	95	488	26	487	1	484	23	484	1	N/A	N/A	N/A	N/A	| Symbols: ALDH3F1 | aldehyde dehydrogenase 3F1 | chr4:17151029-17153381 FORWARD LENGTH=484
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR19691_c4_g10_i1:3-302(+)	AT1G14130.1	6.84e-13	62.4	75	34.667	57.33	75	100	24	98	1	308	19	93	1	N/A	N/A	N/A	N/A	| Symbols:  | 2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein | chr1:4836041-4837040 REVERSE LENGTH=308
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR19691_c4_g5_i2:2-592(+)	AT1G52820.1	7.64e-35	124	179	34.637	55.31	91	197	1	179	1	317	119	296	1	N/A	N/A	N/A	N/A	| Symbols:  | 2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein | chr1:19669216-19670321 FORWARD LENGTH=317
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR198114_c0_g1_i1:306-1367(-)	AT1G05850.1	1.38e-117	343	317	54.890	67.51	85	354	49	350	1	321	9	314	1	N/A	N/A	N/A	N/A	| Symbols: POM1, ERH2, ELP1, CTL1, ELP, HOT2, ATCTL1 | Chitinase family protein | chr1:1766833-1768117 REVERSE LENGTH=321
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR198332_c0_g1_i2:1-651(-)	AT4G14040.1	1.75e-115	337	216	70.833	83.33	99	217	1	216	1	487	93	308	1	N/A	N/A	N/A	N/A	| Symbols: EDA38, SBP2 | selenium-binding protein 2 | chr4:8100691-8102828 REVERSE LENGTH=487
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR199379_c1_g6_i1:3-347(-)	AT4G01130.1	2.29e-28	105	115	42.609	61.74	99	115	2	115	1	382	202	316	1	N/A	N/A	N/A	N/A	| Symbols:  | GDSL-like Lipase/Acylhydrolase superfamily protein | chr4:485868-488007 FORWARD LENGTH=382
