qseqid	sseqid	evalue	bitscore	length	pident	ppos	qcovs	qlen	qstart	qend	qframe	slen	sstart	send	sframe	staxid	sskingdom	sscinames	scomnames	salltitles
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR103662_c1_g1_i1:305-1450(+)	gi|116794330|gb|ABK27098.1|	0.0	711	345	99.710	99.71	90	382	37	381	1	345	1	345	1	3332	Eukaryota	Picea sitchensis	Sitka spruce	unknown [Picea sitchensis]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR103662_c1_g1_i1:305-1450(+)	gi|1382750047|gb|PUZ36105.1|	8.51e-161	464	285	72.632	86.32	75	382	88	372	1	349	63	347	1	1504633	Eukaryota	Panicum hallii var. hallii	Panicum hallii var. hallii	hypothetical protein GQ55_9G012500 [Panicum hallii var. hallii]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR103662_c1_g1_i1:305-1450(+)	gi|1492249426|gb|RLN16202.1|	9.63e-161	465	285	72.982	86.32	75	382	88	372	1	380	94	378	1	4540	Eukaryota	Panicum miliaceum	Panicum miliaceum	pirin-like protein isoform X3 [Panicum miliaceum]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR103662_c1_g1_i1:305-1450(+)	gi|1382750048|gb|PUZ36106.1|	3.65e-160	464	285	72.632	86.32	75	382	88	372	1	380	94	378	1	1504633	Eukaryota	Panicum hallii var. hallii	Panicum hallii var. hallii	hypothetical protein GQ55_9G012500 [Panicum hallii var. hallii]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR103662_c1_g1_i1:305-1450(+)	gi|1435190333|ref|XP_025794536.1|	4.49e-160	462	285	72.632	85.96	75	382	88	372	1	349	63	347	1	206008	Eukaryota	Panicum hallii	Panicum hallii	pirin-like protein isoform X4 [Panicum hallii]<>hypothetical protein PAHAL_9G013000 [Panicum hallii]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR103662_c1_g1_i1:305-1450(+)	gi|836017775|ref|XP_012704142.1|	9.28e-160	461	285	72.281	85.61	75	382	88	372	1	351	65	349	1	4555	Eukaryota	Setaria italica	foxtail millet	pirin-like protein isoform X4 [Setaria italica]<>hypothetical protein SETIT_9G013900v2 [Setaria italica]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR103662_c1_g1_i1:305-1450(+)	gi|1435190331|ref|XP_025794535.1|	1.88e-159	462	285	72.632	85.96	75	382	88	372	1	380	94	378	1	206008	Eukaryota	Panicum hallii	Panicum hallii	pirin-like protein isoform X3 [Panicum hallii]<>hypothetical protein PAHAL_9G013000 [Panicum hallii]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR103662_c1_g1_i1:305-1450(+)	gi|514812540|ref|XP_004981064.1|	3.15e-159	461	285	72.281	85.61	75	382	88	372	1	380	94	378	1	4555	Eukaryota	Setaria italica	foxtail millet	pirin-like protein isoform X3 [Setaria italica]<>hypothetical protein SETIT_9G013900v2 [Setaria italica]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR103662_c1_g1_i1:305-1450(+)	gi|1484754809|ref|XP_026457513.1|	1.70e-158	457	331	65.257	79.15	86	382	47	376	1	326	8	326	1	3469	Eukaryota	Papaver somniferum	opium poppy	pirin-like protein [Papaver somniferum]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR103662_c1_g1_i1:305-1450(+)	gi|992278875|gb|KXG37148.1|	2.78e-158	456	285	72.982	85.61	75	382	88	372	1	301	14	298	1	4558	Eukaryota	Sorghum bicolor	sorghum	hypothetical protein SORBI_3001G015100 [Sorghum bicolor]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR103721_c0_g1_i1:129-1499(+)	gi|758852266|gb|AJP06254.1|	1.25e-167	489	438	57.534	69.63	95	457	18	452	1	467	34	467	1	88731	Eukaryota	Pinus tabuliformis	Pinus tabuliformis	CHAT4 [Pinus tabuliformis]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR103721_c0_g1_i1:129-1499(+)	gi|758852262|gb|AJP06252.1|	9.53e-167	487	434	57.834	70.28	94	457	21	451	1	467	38	467	1	88731	Eukaryota	Pinus tabuliformis	Pinus tabuliformis	CHAT2 [Pinus tabuliformis]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR103721_c0_g1_i1:129-1499(+)	gi|148906899|gb|ABR16595.1|	3.42e-145	431	443	51.242	67.72	95	457	15	449	1	448	2	435	1	3332	Eukaryota	Picea sitchensis	Sitka spruce	unknown [Picea sitchensis]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR103721_c0_g1_i1:129-1499(+)	gi|148906509|gb|ABR16407.1|	1.41e-144	429	443	51.016	67.49	95	457	15	449	1	448	2	435	1	3332	Eukaryota	Picea sitchensis	Sitka spruce	unknown [Picea sitchensis]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR103721_c0_g1_i1:129-1499(+)	gi|758852260|gb|AJP06251.1|	2.20e-139	416	448	49.777	65.18	97	457	15	456	1	446	2	440	1	88731	Eukaryota	Pinus tabuliformis	Pinus tabuliformis	CHAT1 [Pinus tabuliformis]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR103721_c0_g1_i1:129-1499(+)	gi|1150099984|ref|XP_020235949.1|	8.35e-118	362	444	43.694	61.71	95	457	21	456	1	458	9	444	1	3821	Eukaryota	Cajanus cajan	pigeon pea	benzyl alcohol O-benzoyltransferase [Cajanus cajan]<>Taxadien-5-alpha-ol O-acetyltransferase [Cajanus cajan]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR103721_c0_g1_i1:129-1499(+)	gi|1000955680|ref|XP_002524021.2|	6.53e-117	359	443	44.695	63.43	95	457	19	451	1	460	11	442	1	3988	Eukaryota	Ricinus communis	castor bean	LOW QUALITY PROTEIN: benzyl alcohol O-benzoyltransferase-like [Ricinus communis]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR103721_c0_g1_i1:129-1499(+)	gi|802585175|ref|XP_012070283.1|	1.87e-116	358	441	44.218	61.45	95	457	19	451	1	459	10	442	1	180498	Eukaryota	Jatropha curcas	Jatropha curcas	benzyl alcohol O-benzoyltransferase [Jatropha curcas]<>hypothetical protein JCGZ_02588 [Jatropha curcas]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR103721_c0_g1_i1:129-1499(+)	gi|1269998018|ref|XP_022747882.1|	7.50e-116	356	437	43.021	63.62	95	457	21	454	1	444	13	441	1	66656	Eukaryota	Durio zibethinus	Durio zibethinus	benzyl alcohol O-benzoyltransferase-like [Durio zibethinus]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR103721_c0_g1_i1:129-1499(+)	gi|1098842840|ref|XP_018828167.1|	2.64e-115	355	437	43.478	62.47	94	457	19	447	1	455	7	435	1	51240	Eukaryota	Juglans regia	English walnut	PREDICTED: benzyl alcohol O-benzoyltransferase-like [Juglans regia]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR104134_c0_g1_i1:490-879(+)	gi|116781143|gb|ABK21981.1|	1.72e-42	146	157	50.318	64.33	99	130	1	129	1	156	1	156	1	3332	Eukaryota	Picea sitchensis	Sitka spruce	unknown [Picea sitchensis]<>unknown [Picea sitchensis]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR104134_c0_g1_i1:490-879(+)	gi|148908519|gb|ABR17371.1|	8.53e-27	104	72	72.222	83.33	55	130	1	72	1	72	1	72	1	3332	Eukaryota	Picea sitchensis	Sitka spruce	unknown [Picea sitchensis]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR104193_c0_g1_i1:340-1662(-)	gi|148906066|gb|ABR16192.1|	0.0	908	440	100.000	100.00	99	441	1	440	1	440	1	440	1	3332	Eukaryota	Picea sitchensis	Sitka spruce	unknown [Picea sitchensis]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR104193_c0_g1_i1:340-1662(-)	gi|1338473773|gb|PON95724.1|	0.0	647	439	68.565	83.83	99	441	2	440	1	1011	575	1011	1	63057	Eukaryota	Trema orientale	Trema orientale	Transferase [Trema orientale]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR104193_c0_g1_i1:340-1662(-)	gi|1204931711|ref|XP_021299109.1|	0.0	645	440	70.227	83.18	99	441	1	440	1	443	6	443	1	108875	Eukaryota	Herrania umbratica	Herrania umbratica	omega-hydroxypalmitate O-feruloyl transferase [Herrania umbratica]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR104193_c0_g1_i1:340-1662(-)	gi|1137237964|gb|OMO99394.1|	0.0	644	435	71.264	83.45	99	441	1	435	1	747	310	742	1	93759	Eukaryota	Corchorus olitorius	Corchorus olitorius	Transferase [Corchorus olitorius]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR104193_c0_g1_i1:340-1662(-)	gi|359491108|ref|XP_003634222.1|	0.0	644	431	70.766	84.22	98	441	10	440	1	433	5	433	1	29760	Eukaryota	Vitis vinifera	wine grape	PREDICTED: omega-hydroxypalmitate O-feruloyl transferase [Vitis vinifera]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR104193_c0_g1_i1:340-1662(-)	gi|1315941218|dbj|GAY66137.1|	0.0	643	440	69.545	83.86	99	441	1	440	1	444	7	444	1	55188	Eukaryota	Citrus unshiu	Citrus unshiu	hypothetical protein CUMW_246370 [Citrus unshiu]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR104193_c0_g1_i1:340-1662(-)	gi|641844981|gb|KDO63871.1|	0.0	642	433	70.439	84.30	98	441	8	440	1	432	2	432	1	2711	Eukaryota	Citrus sinensis	sweet orange	hypothetical protein CISIN_1g014029mg [Citrus sinensis]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR104193_c0_g1_i1:340-1662(-)	gi|568831714|ref|XP_006470104.1|	0.0	642	440	69.545	83.64	99	441	1	440	1	442	5	442	1	2711	Eukaryota	Citrus sinensis	sweet orange	omega-hydroxypalmitate O-feruloyl transferase [Citrus sinensis]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR104193_c0_g1_i1:340-1662(-)	gi|1350225129|ref|XP_024047424.1|	0.0	641	433	70.439	84.30	98	441	8	440	1	432	2	432	1	85681	Eukaryota	Citrus clementina	Citrus clementina	omega-hydroxypalmitate O-feruloyl transferase [Citrus clementina]<>hypothetical protein CICLE_v10015302mg [Citrus clementina]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR104193_c0_g1_i1:340-1662(-)	gi|672168200|ref|XP_008804093.1|	0.0	640	428	69.393	84.58	97	441	8	435	1	442	12	437	1	42345	Eukaryota	Phoenix dactylifera	date palm	omega-hydroxypalmitate O-feruloyl transferase-like [Phoenix dactylifera]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR10564_c2_g1_i2:384-986(-)	gi|367064693|gb|AEX12168.1|	7.77e-39	139	126	58.730	72.22	62	201	1	124	1	144	20	142	1	3352	Eukaryota	Pinus taeda	loblolly pine	hypothetical protein 0_5630_02, partial [Pinus taeda]<>hypothetical protein 0_5630_02, partial [Pinus taeda]<>hypothetical protein 0_5630_02, partial [Pinus taeda]<>hypothetical protein 0_5630_02, partial [Pinus taeda]<>hypothetical protein 0_5630_02, partial [Pinus taeda]<>hypothetical protein 0_5630_02, partial [Pinus taeda]<>hypothetical protein 0_5630_02, partial [Pinus taeda]<>hypothetical protein 0_5630_02, partial [Pinus taeda]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR10564_c2_g1_i2:384-986(-)	gi|367064707|gb|AEX12175.1|	3.52e-38	138	126	57.937	70.63	62	201	1	124	1	144	20	142	1	3352	Eukaryota	Pinus taeda	loblolly pine	hypothetical protein 0_5630_02, partial [Pinus taeda]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR10564_c2_g1_i2:384-986(-)	gi|367064711|gb|AEX12177.1|	4.62e-38	137	126	57.937	71.43	62	201	1	124	1	144	20	142	1	3352	Eukaryota	Pinus taeda	loblolly pine	hypothetical protein 0_5630_02, partial [Pinus taeda]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR10564_c2_g1_i2:384-986(-)	gi|367064703|gb|AEX12173.1|	1.20e-37	136	126	57.937	71.43	62	201	1	124	1	144	20	142	1	3352	Eukaryota	Pinus taeda	loblolly pine	hypothetical protein 0_5630_02, partial [Pinus taeda]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR10564_c2_g1_i2:384-986(-)	gi|367064701|gb|AEX12172.1|	3.19e-37	135	126	57.143	70.63	62	201	1	124	1	144	20	142	1	3352	Eukaryota	Pinus taeda	loblolly pine	hypothetical protein 0_5630_02, partial [Pinus taeda]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR1063_c9_g5_i1:1-465(+)	gi|321530320|gb|ADW94527.1|	6.05e-49	178	153	61.438	69.28	94	155	9	154	1	1490	21	172	1	3345	Eukaryota	Pinus monticola	Western white pine	putative TIR-NBS-LRR protein [Pinus monticola]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR1063_c9_g5_i1:1-465(+)	gi|148910226|gb|ABR18194.1|	7.61e-45	164	157	54.777	68.79	94	155	9	154	1	579	36	191	1	3332	Eukaryota	Picea sitchensis	Sitka spruce	unknown [Picea sitchensis]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR1063_c9_g5_i1:1-465(+)	gi|321530322|gb|ADW94528.1|	2.31e-44	165	147	57.143	72.11	92	155	9	150	1	815	23	168	1	3345	Eukaryota	Pinus monticola	Western white pine	putative truncated TIR-NBS-LRR protein [Pinus monticola]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR1063_c9_g5_i1:1-465(+)	gi|21655205|gb|AAM28917.1|	3.02e-41	156	153	54.248	66.67	94	155	9	154	1	987	28	179	1	3352	Eukaryota	Pinus taeda	loblolly pine	putative TIR/NBS/LRR disease resistance protein, partial [Pinus taeda]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR1063_c9_g5_i1:1-465(+)	gi|148909456|gb|ABR17826.1|	4.84e-41	144	150	55.333	65.33	94	155	9	154	1	166	22	166	1	3332	Eukaryota	Picea sitchensis	Sitka spruce	unknown [Picea sitchensis]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR1063_c9_g5_i1:1-465(+)	gi|224284598|gb|ACN40032.1|	3.12e-39	150	181	47.514	59.67	94	155	9	154	1	1071	18	197	1	3332	Eukaryota	Picea sitchensis	Sitka spruce	unknown [Picea sitchensis]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR1063_c9_g5_i1:1-465(+)	gi|758852426|gb|AJP06331.1|	1.01e-36	141	157	48.408	65.61	94	155	9	154	1	501	21	176	1	88731	Eukaryota	Pinus tabuliformis	Pinus tabuliformis	NB-ARC [Pinus tabuliformis]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR1063_c9_g5_i1:1-465(+)	gi|116792749|gb|ABK26480.1|	4.98e-36	137	154	52.597	63.64	91	155	9	149	1	364	22	174	1	3332	Eukaryota	Picea sitchensis	Sitka spruce	unknown [Picea sitchensis]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR1063_c9_g5_i1:1-465(+)	gi|21655261|gb|AAM28907.1|	3.38e-34	130	152	48.684	65.13	90	155	15	154	1	291	42	192	1	3352	Eukaryota	Pinus taeda	loblolly pine	putative TIR/NBS/LRR disease resistance protein, partial [Pinus taeda]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR1063_c9_g5_i1:1-465(+)	gi|148907765|gb|ABR17008.1|	9.72e-34	134	146	50.685	65.75	94	155	9	154	1	653	22	163	1	3332	Eukaryota	Picea sitchensis	Sitka spruce	unknown [Picea sitchensis]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR10638_c0_g12_i1:3-710(-)	gi|116790851|gb|ABK25763.1|	3.40e-161	456	236	99.576	99.58	100	236	1	236	1	294	1	236	1	3332	Eukaryota	Picea sitchensis	Sitka spruce	unknown [Picea sitchensis]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR10638_c0_g12_i1:3-710(-)	gi|116778734|gb|ABK20973.1|	2.28e-125	366	240	85.833	90.83	100	236	1	236	1	297	1	240	1	3332	Eukaryota	Picea sitchensis	Sitka spruce	unknown [Picea sitchensis]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR10638_c0_g12_i1:3-710(-)	gi|1335253157|gb|PNY12109.1|	1.42e-83	259	236	62.712	73.73	100	236	1	236	1	269	1	213	1	57577	Eukaryota	Trifolium pratense	Trifolium pratense	photosystem II 22 kDa protein chloroplastic-like [Trifolium pratense]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR10638_c0_g12_i1:3-710(-)	gi|820833462|gb|AKG94171.1|	1.06e-81	254	236	62.712	73.73	100	236	1	236	1	270	1	214	1	3888	Eukaryota	Pisum sativum	pea	PsbS [Pisum sativum]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR10638_c0_g12_i1:3-710(-)	gi|1045372531|dbj|GAU40978.1|	2.11e-78	246	236	61.864	72.46	100	236	1	236	1	269	1	213	1	3900	Eukaryota	Trifolium subterraneum	Trifolium subterraneum	hypothetical protein TSUD_300570 [Trifolium subterraneum]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR10638_c0_g12_i1:3-710(-)	gi|502135833|ref|XP_004502468.1|	1.16e-75	239	236	61.441	72.03	100	236	1	236	1	269	1	213	1	3827	Eukaryota	Cicer arietinum	chickpea	PREDICTED: photosystem II 22 kDa protein, chloroplastic [Cicer arietinum]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR10638_c0_g12_i1:3-710(-)	gi|357463499|ref|XP_003602031.1|	1.88e-75	238	236	62.712	72.46	100	236	1	236	1	270	1	214	1	3880	Eukaryota	Medicago truncatula	barrel medic	photosystem II 22 kDa protein, chloroplastic [Medicago truncatula]<>light-harvesting complex I chlorophyll A/B-binding protein [Medicago truncatula]<>unknown [Medicago truncatula]<>putative chlorophyll A-B binding protein [Medicago truncatula]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR10638_c0_g12_i1:3-710(-)	gi|217072844|gb|ACJ84782.1|	3.21e-74	235	236	62.288	72.03	100	236	1	236	1	262	1	214	1	3880	Eukaryota	Medicago truncatula	barrel medic	unknown, partial [Medicago truncatula]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR10638_c0_g12_i1:3-710(-)	gi|1216627116|gb|ASL69228.1|	6.00e-71	227	175	78.286	88.00	73	236	64	236	1	281	59	225	1	35925	Eukaryota	Diospyros kaki	kaki persimmon	chlorophyll A-B-binding family protein 1 [Diospyros kaki]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR10638_c0_g12_i1:3-710(-)	gi|1371523817|gb|PSS19911.1|	1.53e-70	226	200	70.000	79.00	84	236	39	236	1	259	19	204	1	1590841	Eukaryota	Actinidia chinensis var. chinensis	Actinidia chinensis var. chinensis	Chlorophyll A-B binding protein [Actinidia chinensis var. chinensis]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR10638_c0_g12_i1:3-710(-)	gi|116790851|gb|ABK25763.1|	3.40e-161	456	236	99.576	99.58	100	236	1	236	1	294	1	236	1	3332	Eukaryota	Picea sitchensis	Sitka spruce	unknown [Picea sitchensis]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR10638_c0_g12_i1:3-710(-)	gi|116778734|gb|ABK20973.1|	2.28e-125	366	240	85.833	90.83	100	236	1	236	1	297	1	240	1	3332	Eukaryota	Picea sitchensis	Sitka spruce	unknown [Picea sitchensis]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR10638_c0_g12_i1:3-710(-)	gi|1335253157|gb|PNY12109.1|	1.42e-83	259	236	62.712	73.73	100	236	1	236	1	269	1	213	1	57577	Eukaryota	Trifolium pratense	Trifolium pratense	photosystem II 22 kDa protein chloroplastic-like [Trifolium pratense]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR10638_c0_g12_i1:3-710(-)	gi|820833462|gb|AKG94171.1|	1.06e-81	254	236	62.712	73.73	100	236	1	236	1	270	1	214	1	3888	Eukaryota	Pisum sativum	pea	PsbS [Pisum sativum]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR10638_c0_g12_i1:3-710(-)	gi|1045372531|dbj|GAU40978.1|	2.11e-78	246	236	61.864	72.46	100	236	1	236	1	269	1	213	1	3900	Eukaryota	Trifolium subterraneum	Trifolium subterraneum	hypothetical protein TSUD_300570 [Trifolium subterraneum]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR10638_c0_g12_i1:3-710(-)	gi|502135833|ref|XP_004502468.1|	1.16e-75	239	236	61.441	72.03	100	236	1	236	1	269	1	213	1	3827	Eukaryota	Cicer arietinum	chickpea	PREDICTED: photosystem II 22 kDa protein, chloroplastic [Cicer arietinum]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR10638_c0_g12_i1:3-710(-)	gi|357463499|ref|XP_003602031.1|	1.88e-75	238	236	62.712	72.46	100	236	1	236	1	270	1	214	1	3880	Eukaryota	Medicago truncatula	barrel medic	photosystem II 22 kDa protein, chloroplastic [Medicago truncatula]<>light-harvesting complex I chlorophyll A/B-binding protein [Medicago truncatula]<>unknown [Medicago truncatula]<>putative chlorophyll A-B binding protein [Medicago truncatula]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR10638_c0_g12_i1:3-710(-)	gi|217072844|gb|ACJ84782.1|	3.21e-74	235	236	62.288	72.03	100	236	1	236	1	262	1	214	1	3880	Eukaryota	Medicago truncatula	barrel medic	unknown, partial [Medicago truncatula]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR10638_c0_g12_i1:3-710(-)	gi|1216627116|gb|ASL69228.1|	6.00e-71	227	175	78.286	88.00	73	236	64	236	1	281	59	225	1	35925	Eukaryota	Diospyros kaki	kaki persimmon	chlorophyll A-B-binding family protein 1 [Diospyros kaki]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR10638_c0_g12_i1:3-710(-)	gi|1371523817|gb|PSS19911.1|	1.53e-70	226	200	70.000	79.00	84	236	39	236	1	259	19	204	1	1590841	Eukaryota	Actinidia chinensis var. chinensis	Actinidia chinensis var. chinensis	Chlorophyll A-B binding protein [Actinidia chinensis var. chinensis]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR10638_c0_g12_i2:3-410(-)	gi|116790851|gb|ABK25763.1|	2.63e-85	260	136	97.794	100.00	100	136	1	136	1	294	91	226	1	3332	Eukaryota	Picea sitchensis	Sitka spruce	unknown [Picea sitchensis]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR10638_c0_g12_i2:3-410(-)	gi|820833462|gb|AKG94171.1|	1.98e-69	219	133	82.707	90.98	98	136	4	136	1	270	72	204	1	3888	Eukaryota	Pisum sativum	pea	PsbS [Pisum sativum]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR10638_c0_g12_i2:3-410(-)	gi|1335253157|gb|PNY12109.1|	6.39e-69	218	128	85.938	93.75	94	136	9	136	1	269	76	203	1	57577	Eukaryota	Trifolium pratense	Trifolium pratense	photosystem II 22 kDa protein chloroplastic-like [Trifolium pratense]
